"","","","","classificacoes"
"204",0.408986225437554,0.470254939642348,0.553786822689612,3
"205",0.0788005032766808,0.4266111647462,0.255252988819069,1
"206",0.267616369486647,0.476158838142952,0.00958597101471293,1
"207",0.322840482960833,0.481553251342845,0.325271574859337,3
"208",0.602516193785637,0.481012595519509,0.333045698915449,2
"209",0.290418449651524,0.481176774128178,0.202352279050616,1
"210",0.353759757442731,0.474855917490169,0.505253714905608,3
"211",0.265938715830898,0.465542362731131,0.0735523220478172,1
"212",0.4820089681398,0.484975030048098,0.427440164558183,3
"213",0.268268466277682,0.47374836722363,0.0361057895920128,1
"214",0.472671584328548,0.478670158384244,0.282914658424472,2
"215",0.297704014731518,0.471302107421437,0.117672447356454,1
"216",0.405966726518444,0.476366403341638,0.417121426696031,3
"217",0.512232744563338,0.485422450201794,0.221803218742314,2
"218",0.558891394431009,0.477586182947632,0.354314445260588,2
"219",0.312631524623045,0.48470189075689,0.259371190454635,3
"220",0.271017380328399,0.461258410231176,0.0197489803646863,1
"221",0.343362996505265,0.475708985676176,0.54125149835079,3
"222",0.313345272607638,0.477871124829688,0.507258672797916,3
"223",0.556901346488589,0.484126283723817,0.392266514687775,2
"224",0.665679619935552,0.47919297783813,0.203366565940459,2
"225",0.331740976918318,0.47858821453654,0.455965408598899,3
"226",0.446769527074566,0.472055798013615,1.44978927740812e-06,1
"227",0.317110294911949,0.478228395590011,6.37095550938686e-06,1
"228",0.463094731040971,0.468596086147784,7.80896007607613e-07,1
"229",0.321515311510612,0.482417469123664,6.46196718578417e-06,1
"230",0.338949935576532,0.477943854727751,5.23944314271922e-06,1
"231",0.335781042748674,0.477142053910612,5.68954406173806e-06,1
"232",0.327273036582952,0.47874710169274,6.74785624134394e-06,1
"233",0.340130246487916,0.475777608953541,3.82246005962839e-06,1
"234",0.386055128791036,0.470399253430112,7.90224785236504e-07,1
"235",0.352103507443867,0.478469448233717,5.0460308584178e-06,1
"236",0.302580415469874,0.482039734612033,5.80100901522045e-06,1
"237",0.312488709185894,0.474101128720901,4.80099232374575e-06,1
"238",0.291205915297519,0.485063489788401,9.35375706600669e-06,1
"239",0.389650794696394,0.467699400085677,1.61227269389472e-06,1
"240",0.37011455794386,0.476459557008766,5.69972201527462e-06,1
"241",0.330627348350183,0.478710699648809,4.43324839629537e-06,1
"242",0.379195847899169,0.474179566068499,3.88787694140117e-06,1
"243",0.326419240479452,0.476463111078944,5.09144894557893e-06,1
"244",0.450168705160836,0.46640456946643,1.94121470612633e-07,1
"245",0.382079554486393,0.474185800158553,4.1386118052517e-06,1
"246",0.418610948452773,0.478336912294778,2.27763125794482e-05,1
"247",0.327808879698407,0.47598142388522,5.24977489635694e-06,1
"248",0.303996671052258,0.478016471654326,7.82172321571661e-06,1
"249",0.27991701241684,0.484430579400202,1.15087230905266e-05,1
"250",0.385139592994411,0.4769293746207,2.48634562668538e-06,1
"251",0.311617416996644,0.48496021571046,8.66210848788743e-06,1
"252",0.319920353941731,0.479107354159936,6.80121010610346e-06,1
"253",0.306908893641678,0.480167147949526,5.29143067097659e-06,1
"254",0.288302728569168,0.483451561568655,9.71429504374414e-06,1
"255",0.336224456157948,0.474038203956519,4.23520895393549e-06,1
"256",0.474140085245765,0.472037283344843,3.72449572437751e-06,1
"257",0.302972422466666,0.487317693523823,1.02717837813073e-05,1
"258",0.420465595794905,0.472768376376427,1.75212286628794e-06,1
"259",0.313601280281837,0.478604952531246,5.84012269937682e-06,1
"260",0.349312217035834,0.472479830987049,3.24797840195371e-06,1
"261",0.483282308150762,0.469011979237612,9.72409202357869e-07,1
"262",0.446123900166984,0.467743768436055,4.53011650640333e-07,1
"263",0.354452442768244,0.475403711263809,2.8123126271696e-06,1
"264",0.421448351881436,0.470376804088179,1.46277183990657e-06,1
"265",0.312441138491526,0.479856602019841,7.74503009033394e-06,1
"266",0.491404635100474,0.470269885478769,0,1
"267",0.344576896132426,0.477188759865731,3.93496110689883e-06,1
"268",0.356324335405681,0.47554682238923,4.93315236352734e-06,1
"269",0.362647817356904,0.474523245155937,2.61189175388096e-06,1
"270",0.353255383621479,0.476156501472231,4.44327384678375e-06,1
"271",0.551880532437359,0.47598724648374,0.303912807995614,2
"272",0.345705973796337,0.479655454666033,0.504832963074238,3
"273",0.268806266437751,0.456124422591412,0.0384836914682977,1
"274",0.312361876242614,0.46640880038066,0.0906045613626438,1
"275",0.386785836078292,0.470541726256094,0.462254015424888,3
"276",0.47331751357302,0.477923713106553,0.141543669067957,1
"277",0.365135087880623,0.487250369787126,0.486435550922135,3
"278",0.376839467921871,0.470825098438559,0.372094869919084,3
"279",0.559092627102104,0.478338368367888,0.372261741832467,2
"280",0.302555934754867,0.47790703055512,0.63618092913063,3
"281",0.330864881833417,0.470662535346693,0.747209800242318,3
"282",0.357584698980066,0.458001189111386,0.102150309925306,1
"283",0.362891094648302,0.484925924560627,0.204702446774399,1
"284",0.344721544686835,0.487508168169404,0.254296730521451,3
"285",0.38036991609006,0.479374358270138,0.293784970821077,3
"286",0.368623157930513,0.489044129577308,0.236422147792184,3
"287",0.354024346893859,0.483707779958499,0.346578903618009,3
"288",0.331364422583425,0.467382272343435,0.216295405647471,1
"289",0.255861414094245,0.48300966619621,0.197368315571715,1
"290",0.490839536398429,0.473901467413938,0.232181700858358,2
"291",0.263770982612001,0.490300751394922,0.381711286307027,3
"292",0.302273456757591,0.472086316512795,0.258198583407679,3
"293",0.34360039402371,0.473511471795846,0.175423502399036,1
"294",0.301783321184618,0.475289017958256,0.327381573996804,3
"295",0.517184634645204,0.471926453988049,0.28622873497299,2
"296",0.449725853964368,0.482108901301143,0.262782833162578,2
"297",0.236899413155666,0.448637336393694,0.041161436479776,1
"298",0.250391360489422,0.477537490800979,0.0066264241797355,1
"299",0.315062115773665,0.472598429736106,0.403094606965946,3
"300",0.383722147171004,0.469861605482713,0.29781001586462,3
"301",0.22725660975328,0.503216994821772,0.0123082472526886,1
"302",0.372038499780888,0.473406942479112,0.334271119085113,3
"303",0.32033922783735,0.474058011602861,0.542078968574801,3
"304",0.286749376918104,0.48279071548226,0.325310582402387,3
"305",0.235208336210917,0.464423572431576,0.0570316539896887,1
"306",0.292185750711085,0.477875497632289,0.263021250424973,3
"307",0.287808737826432,0.461155098515076,0.0138525740387107,1
"308",0.225346692664593,0.456233789418044,0.0260536176218101,1
"309",0.281430794556895,0.471928797996637,0.425334646314282,3
"310",0.3547856729164,0.471378983244255,0.594844074191001,3
"311",0.412168969573889,0.474634703785809,0.506929897474256,3
"312",0.36104550883189,0.472698476572661,0.445871071227461,3
"313",0.500749826495173,0.470187043193596,0.2755556967968,2
"314",0.355554285473566,0.46767456753341,0.332861577734406,3
"315",0.30897190970741,0.478273461191939,0.340436621499644,3
